"RegionName","BedroomCnt","State","City","CountyName","Price","Year","Month","date","station_open"
20002,1,"DC","Washington","District of Columbia",281358.748897745,2008,12,2008-12-01,0
20002,1,"DC","Washington","District of Columbia",279614.332781144,2009,1,2009-01-01,0
20002,1,"DC","Washington","District of Columbia",277173.406037559,2009,2,2009-02-01,0
20002,1,"DC","Washington","District of Columbia",273795.699947787,2009,3,2009-03-01,0
20002,1,"DC","Washington","District of Columbia",271852.160776056,2009,4,2009-04-01,0
20002,1,"DC","Washington","District of Columbia",269206.713678647,2009,5,2009-05-01,0
20002,1,"DC","Washington","District of Columbia",266307.163631324,2009,6,2009-06-01,0
20002,1,"DC","Washington","District of Columbia",262561.635873769,2009,7,2009-07-01,0
20002,1,"DC","Washington","District of Columbia",259178.637458951,2009,8,2009-08-01,0
20002,1,"DC","Washington","District of Columbia",256919.093901422,2009,9,2009-09-01,0
20002,1,"DC","Washington","District of Columbia",255251.407986903,2009,10,2009-10-01,0
20002,1,"DC","Washington","District of Columbia",254452.424507392,2009,11,2009-11-01,0
20002,1,"DC","Washington","District of Columbia",254582.391628052,2009,12,2009-12-01,0
20002,1,"DC","Washington","District of Columbia",255655.003404667,2010,1,2010-01-01,0
20002,1,"DC","Washington","District of Columbia",257089.287044829,2010,2,2010-02-01,0
20002,1,"DC","Washington","District of Columbia",257789.230690822,2010,3,2010-03-01,0
20002,1,"DC","Washington","District of Columbia",259107.631030938,2010,4,2010-04-01,0
20002,1,"DC","Washington","District of Columbia",261131.557769101,2010,5,2010-05-01,0
20002,1,"DC","Washington","District of Columbia",263814.619444623,2010,6,2010-06-01,0
20002,1,"DC","Washington","District of Columbia",265313.559869345,2010,7,2010-07-01,0
20002,1,"DC","Washington","District of Columbia",265925.26325436,2010,8,2010-08-01,0
20002,1,"DC","Washington","District of Columbia",265345.482848608,2010,9,2010-09-01,0
20002,1,"DC","Washington","District of Columbia",265258.539422478,2010,10,2010-10-01,0
20002,1,"DC","Washington","District of Columbia",265276.237420432,2010,11,2010-11-01,0
20002,1,"DC","Washington","District of Columbia",266340.970106553,2010,12,2010-12-01,0
20002,1,"DC","Washington","District of Columbia",267073.214295268,2011,1,2011-01-01,0
20002,1,"DC","Washington","District of Columbia",267698.431177366,2011,2,2011-02-01,0
20002,1,"DC","Washington","District of Columbia",267758.605688307,2011,3,2011-03-01,0
20002,1,"DC","Washington","District of Columbia",267076.068555,2011,4,2011-04-01,0
20002,1,"DC","Washington","District of Columbia",266484.977077668,2011,5,2011-05-01,0
20002,1,"DC","Washington","District of Columbia",266224.000373903,2011,6,2011-06-01,0
20002,1,"DC","Washington","District of Columbia",266234.655147822,2011,7,2011-07-01,0
20002,1,"DC","Washington","District of Columbia",265783.697039323,2011,8,2011-08-01,0
20002,1,"DC","Washington","District of Columbia",265124.24884136,2011,9,2011-09-01,0
20002,1,"DC","Washington","District of Columbia",264407.887890999,2011,10,2011-10-01,0
20002,1,"DC","Washington","District of Columbia",263851.179334309,2011,11,2011-11-01,0
20002,1,"DC","Washington","District of Columbia",262915.007846331,2011,12,2011-12-01,0
20002,1,"DC","Washington","District of Columbia",262751.968703833,2012,1,2012-01-01,0
20002,1,"DC","Washington","District of Columbia",263363.022192299,2012,2,2012-02-01,0
20002,1,"DC","Washington","District of Columbia",264845.5405662,2012,3,2012-03-01,0
20002,1,"DC","Washington","District of Columbia",266344.215088326,2012,4,2012-04-01,0
20002,1,"DC","Washington","District of Columbia",267720.449468852,2012,5,2012-05-01,0
20002,1,"DC","Washington","District of Columbia",269438.091360986,2012,6,2012-06-01,0
20002,1,"DC","Washington","District of Columbia",271447.649683591,2012,7,2012-07-01,0
20002,1,"DC","Washington","District of Columbia",273767.85857487,2012,8,2012-08-01,0
20002,1,"DC","Washington","District of Columbia",276820.591311254,2012,9,2012-09-01,0
20002,1,"DC","Washington","District of Columbia",280661.029104984,2012,10,2012-10-01,0
20002,1,"DC","Washington","District of Columbia",285015.556160984,2012,11,2012-11-01,0
20002,1,"DC","Washington","District of Columbia",289134.03984629,2012,12,2012-12-01,0
20002,1,"DC","Washington","District of Columbia",292388.73403199,2013,1,2013-01-01,0
20002,1,"DC","Washington","District of Columbia",294884.098216902,2013,2,2013-02-01,0
20002,1,"DC","Washington","District of Columbia",296002.901406786,2013,3,2013-03-01,0
20002,1,"DC","Washington","District of Columbia",296791.330113776,2013,4,2013-04-01,0
20002,1,"DC","Washington","District of Columbia",298225.058495006,2013,5,2013-05-01,0
20002,1,"DC","Washington","District of Columbia",301011.30569366,2013,6,2013-06-01,0
20002,1,"DC","Washington","District of Columbia",304508.561366518,2013,7,2013-07-01,0
20002,1,"DC","Washington","District of Columbia",308448.671938887,2013,8,2013-08-01,0
20002,1,"DC","Washington","District of Columbia",312558.097389206,2013,9,2013-09-01,0
20002,1,"DC","Washington","District of Columbia",316740.513994402,2013,10,2013-10-01,0
20002,1,"DC","Washington","District of Columbia",319899.947303539,2013,11,2013-11-01,0
20002,1,"DC","Washington","District of Columbia",321950.815047449,2013,12,2013-12-01,0
20002,1,"DC","Washington","District of Columbia",322849.293585044,2014,1,2014-01-01,0
20002,1,"DC","Washington","District of Columbia",324357.143933621,2014,2,2014-02-01,0
20002,1,"DC","Washington","District of Columbia",325973.984587011,2014,3,2014-03-01,0
20002,1,"DC","Washington","District of Columbia",327833.768454477,2014,4,2014-04-01,0
20002,1,"DC","Washington","District of Columbia",328815.48744792,2014,5,2014-05-01,0
20002,1,"DC","Washington","District of Columbia",329213.544564874,2014,6,2014-06-01,0
20002,1,"DC","Washington","District of Columbia",330217.454380894,2014,7,2014-07-01,0
20002,1,"DC","Washington","District of Columbia",331502.298828959,2014,8,2014-08-01,0
20002,1,"DC","Washington","District of Columbia",332990.144344354,2014,9,2014-09-01,0
20002,1,"DC","Washington","District of Columbia",334173.881801186,2014,10,2014-10-01,0
20002,1,"DC","Washington","District of Columbia",335250.433920412,2014,11,2014-11-01,0
20002,1,"DC","Washington","District of Columbia",336729.728933573,2014,12,2014-12-01,0
20002,1,"DC","Washington","District of Columbia",337055.975653497,2015,1,2015-01-01,0
20002,1,"DC","Washington","District of Columbia",336748.547349848,2015,2,2015-02-01,0
20002,1,"DC","Washington","District of Columbia",336322.485033207,2015,3,2015-03-01,0
20002,1,"DC","Washington","District of Columbia",336967.490934535,2015,4,2015-04-01,0
20002,1,"DC","Washington","District of Columbia",337983.395479374,2015,5,2015-05-01,0
20002,1,"DC","Washington","District of Columbia",338865.777454917,2015,6,2015-06-01,0
20002,1,"DC","Washington","District of Columbia",340340.879746325,2015,7,2015-07-01,0
20002,1,"DC","Washington","District of Columbia",342699.169559162,2015,8,2015-08-01,0
20002,1,"DC","Washington","District of Columbia",345631.568046217,2015,9,2015-09-01,0
20002,1,"DC","Washington","District of Columbia",348268.444053836,2015,10,2015-10-01,0
20002,1,"DC","Washington","District of Columbia",350609.336120327,2015,11,2015-11-01,0
20002,1,"DC","Washington","District of Columbia",352431.446808883,2015,12,2015-12-01,0
20002,1,"DC","Washington","District of Columbia",353356.645413045,2016,1,2016-01-01,0
20002,1,"DC","Washington","District of Columbia",353287.460084191,2016,2,2016-02-01,0
20002,1,"DC","Washington","District of Columbia",353316.337456343,2016,3,2016-03-01,0
20002,1,"DC","Washington","District of Columbia",353562.48173043,2016,4,2016-04-01,0
20002,1,"DC","Washington","District of Columbia",353897.266374974,2016,5,2016-05-01,0
20002,1,"DC","Washington","District of Columbia",353816.665566512,2016,6,2016-06-01,0
20002,1,"DC","Washington","District of Columbia",354107.883692475,2016,7,2016-07-01,0
20002,1,"DC","Washington","District of Columbia",355252.025449627,2016,8,2016-08-01,0
20002,1,"DC","Washington","District of Columbia",356464.256863341,2016,9,2016-09-01,0
20002,1,"DC","Washington","District of Columbia",357237.749625379,2016,10,2016-10-01,0
20002,1,"DC","Washington","District of Columbia",358555.636293287,2016,11,2016-11-01,0
20002,1,"DC","Washington","District of Columbia",360126.099768975,2016,12,2016-12-01,0
20002,1,"DC","Washington","District of Columbia",361832.596029242,2017,1,2017-01-01,0
20002,1,"DC","Washington","District of Columbia",363097.414301857,2017,2,2017-02-01,0
20002,1,"DC","Washington","District of Columbia",364106.701937803,2017,3,2017-03-01,0
20002,1,"DC","Washington","District of Columbia",365743.974393537,2017,4,2017-04-01,0
20002,1,"DC","Washington","District of Columbia",366427.776893681,2017,5,2017-05-01,0
20002,1,"DC","Washington","District of Columbia",367548.418675797,2017,6,2017-06-01,0
20002,1,"DC","Washington","District of Columbia",368738.905569671,2017,7,2017-07-01,0
20002,1,"DC","Washington","District of Columbia",370641.789646488,2017,8,2017-08-01,0
20002,1,"DC","Washington","District of Columbia",372674.166108238,2017,9,2017-09-01,0
20002,1,"DC","Washington","District of Columbia",373736.753322429,2017,10,2017-10-01,0
20002,1,"DC","Washington","District of Columbia",373850.754639684,2017,11,2017-11-01,0
20002,1,"DC","Washington","District of Columbia",373728.438432052,2017,12,2017-12-01,0
20002,1,"DC","Washington","District of Columbia",374578.212755398,2018,1,2018-01-01,0
20002,1,"DC","Washington","District of Columbia",376477.512855219,2018,2,2018-02-01,0
20002,1,"DC","Washington","District of Columbia",378912.265875648,2018,3,2018-03-01,0
20002,1,"DC","Washington","District of Columbia",380858.893042673,2018,4,2018-04-01,0
20002,1,"DC","Washington","District of Columbia",382395.491450382,2018,5,2018-05-01,0
20002,1,"DC","Washington","District of Columbia",382433.991090028,2018,6,2018-06-01,0
20002,1,"DC","Washington","District of Columbia",382317.135093824,2018,7,2018-07-01,0
20002,1,"DC","Washington","District of Columbia",381590.935167389,2018,8,2018-08-01,0
20002,1,"DC","Washington","District of Columbia",381714.706378835,2018,9,2018-09-01,0
20002,1,"DC","Washington","District of Columbia",382350.613115811,2018,10,2018-10-01,0
20002,1,"DC","Washington","District of Columbia",383894.421213676,2018,11,2018-11-01,0
20002,1,"DC","Washington","District of Columbia",385440.339491301,2018,12,2018-12-01,0
20002,1,"DC","Washington","District of Columbia",387127.14043756,2019,1,2019-01-01,0
20002,1,"DC","Washington","District of Columbia",388261.736633309,2019,2,2019-02-01,0
20002,1,"DC","Washington","District of Columbia",389473.615691298,2019,3,2019-03-01,0
20002,1,"DC","Washington","District of Columbia",390348.598539223,2019,4,2019-04-01,0
20002,1,"DC","Washington","District of Columbia",391070.681704266,2019,5,2019-05-01,0
20002,1,"DC","Washington","District of Columbia",391245.81838349,2019,6,2019-06-01,0
20002,1,"DC","Washington","District of Columbia",391431.492649984,2019,7,2019-07-01,0
20002,1,"DC","Washington","District of Columbia",391249.226344607,2019,8,2019-08-01,0
20002,1,"DC","Washington","District of Columbia",391036.507877667,2019,9,2019-09-01,0
20002,1,"DC","Washington","District of Columbia",390369.104396641,2019,10,2019-10-01,0
20002,1,"DC","Washington","District of Columbia",390572.487318636,2019,11,2019-11-01,0
20002,1,"DC","Washington","District of Columbia",391315.592375505,2019,12,2019-12-01,0
20002,1,"DC","Washington","District of Columbia",396197.714226296,2020,1,2020-01-01,0
20002,1,"DC","Washington","District of Columbia",401511.469991912,2020,2,2020-02-01,0
20002,1,"DC","Washington","District of Columbia",406236.358735786,2020,3,2020-03-01,0
20002,1,"DC","Washington","District of Columbia",409668.008595188,2020,4,2020-04-01,0
20002,1,"DC","Washington","District of Columbia",411519.836308144,2020,5,2020-05-01,0
20002,1,"DC","Washington","District of Columbia",412201.545879084,2020,6,2020-06-01,0
20002,1,"DC","Washington","District of Columbia",409942.523103781,2020,7,2020-07-01,0
20002,1,"DC","Washington","District of Columbia",408196.234130562,2020,8,2020-08-01,0
20002,1,"DC","Washington","District of Columbia",407994.730205461,2020,9,2020-09-01,0
20002,1,"DC","Washington","District of Columbia",408038.757628167,2020,10,2020-10-01,0
20002,1,"DC","Washington","District of Columbia",408316.732776817,2020,11,2020-11-01,0
20002,1,"DC","Washington","District of Columbia",408264.886447639,2020,12,2020-12-01,0
20002,1,"DC","Washington","District of Columbia",407671.071641701,2021,1,2021-01-01,0
20002,1,"DC","Washington","District of Columbia",406532.470020229,2021,2,2021-02-01,0
20002,1,"DC","Washington","District of Columbia",406098.438043363,2021,3,2021-03-01,0
20002,1,"DC","Washington","District of Columbia",406250.2373529,2021,4,2021-04-01,0
20002,1,"DC","Washington","District of Columbia",407236.877621872,2021,5,2021-05-01,0
20002,1,"DC","Washington","District of Columbia",408120.808575697,2021,6,2021-06-01,0
20002,1,"DC","Washington","District of Columbia",408906.585230882,2021,7,2021-07-01,0
20002,1,"DC","Washington","District of Columbia",409128.882447808,2021,8,2021-08-01,0
20002,1,"DC","Washington","District of Columbia",408775.202625227,2021,9,2021-09-01,0
20002,1,"DC","Washington","District of Columbia",408674.47326145,2021,10,2021-10-01,0
20002,1,"DC","Washington","District of Columbia",408962.970679612,2021,11,2021-11-01,0
20002,1,"DC","Washington","District of Columbia",409049.917112564,2021,12,2021-12-01,0
20002,1,"DC","Washington","District of Columbia",408447.443453701,2022,1,2022-01-01,0
20002,1,"DC","Washington","District of Columbia",408145.725185831,2022,2,2022-02-01,0
20002,1,"DC","Washington","District of Columbia",409317.794674128,2022,3,2022-03-01,0
20002,1,"DC","Washington","District of Columbia",410738.71456966,2022,4,2022-04-01,0
20002,1,"DC","Washington","District of Columbia",411537.838884517,2022,5,2022-05-01,0
20002,1,"DC","Washington","District of Columbia",410685.18828291,2022,6,2022-06-01,0
20002,1,"DC","Washington","District of Columbia",409091.715536476,2022,7,2022-07-01,0
20002,1,"DC","Washington","District of Columbia",406727.418048698,2022,8,2022-08-01,0
20002,1,"DC","Washington","District of Columbia",404133.424001907,2022,9,2022-09-01,0
20002,1,"DC","Washington","District of Columbia",402565.801032948,2022,10,2022-10-01,0
20002,1,"DC","Washington","District of Columbia",401345.292830329,2022,11,2022-11-01,0
20002,1,"DC","Washington","District of Columbia",399865.456063864,2022,12,2022-12-01,0
20002,1,"DC","Washington","District of Columbia",397959.293122231,2023,1,2023-01-01,0
20002,1,"DC","Washington","District of Columbia",396876.829876881,2023,2,2023-02-01,0
20002,1,"DC","Washington","District of Columbia",396737.319624082,2023,3,2023-03-01,0
20002,1,"DC","Washington","District of Columbia",396564.378032729,2023,4,2023-04-01,0
20002,1,"DC","Washington","District of Columbia",396504.428141664,2023,5,2023-05-01,0
20002,1,"DC","Washington","District of Columbia",396757.002238569,2023,6,2023-06-01,0
20002,1,"DC","Washington","District of Columbia",398378.156935735,2023,7,2023-07-01,0
20002,1,"DC","Washington","District of Columbia",401020.492100102,2023,8,2023-08-01,0
20002,1,"DC","Washington","District of Columbia",403931.783463283,2023,9,2023-09-01,0
20002,1,"DC","Washington","District of Columbia",405787.472389973,2023,10,2023-10-01,0
20002,1,"DC","Washington","District of Columbia",405748.084569208,2023,11,2023-11-01,0
20002,1,"DC","Washington","District of Columbia",403956.635271838,2023,12,2023-12-01,0
20002,1,"DC","Washington","District of Columbia",402418.265419424,2024,1,2024-01-01,0
20002,1,"DC","Washington","District of Columbia",401968.194977687,2024,2,2024-02-01,0
20002,1,"DC","Washington","District of Columbia",402850.517882133,2024,3,2024-03-01,0
20002,1,"DC","Washington","District of Columbia",402621.638775791,2024,4,2024-04-01,0
20002,1,"DC","Washington","District of Columbia",401473.382561338,2024,5,2024-05-01,0
20002,1,"DC","Washington","District of Columbia",398884.378766516,2024,6,2024-06-01,0
20002,1,"DC","Washington","District of Columbia",397038.021129371,2024,7,2024-07-01,0
20002,2,"DC","Washington","District of Columbia",124865.584153173,2000,1,2000-01-01,0
20002,2,"DC","Washington","District of Columbia",125166.850719365,2000,2,2000-02-01,0
20002,2,"DC","Washington","District of Columbia",125401.330963819,2000,3,2000-03-01,0
20002,2,"DC","Washington","District of Columbia",125831.447160759,2000,4,2000-04-01,0
20002,2,"DC","Washington","District of Columbia",127194.993597002,2000,5,2000-05-01,0
20002,2,"DC","Washington","District of Columbia",129360.910781987,2000,6,2000-06-01,0
20002,2,"DC","Washington","District of Columbia",131936.305104621,2000,7,2000-07-01,0
20002,2,"DC","Washington","District of Columbia",133514.376227051,2000,8,2000-08-01,0
20002,2,"DC","Washington","District of Columbia",134748.497998313,2000,9,2000-09-01,0
20002,2,"DC","Washington","District of Columbia",135495.584999209,2000,10,2000-10-01,0
20002,2,"DC","Washington","District of Columbia",136374.19217967,2000,11,2000-11-01,0
20002,2,"DC","Washington","District of Columbia",137094.587525013,2000,12,2000-12-01,0
20002,2,"DC","Washington","District of Columbia",137933.829977009,2001,1,2001-01-01,0
20002,2,"DC","Washington","District of Columbia",138754.239507914,2001,2,2001-02-01,0
20002,2,"DC","Washington","District of Columbia",139675.849883149,2001,3,2001-03-01,0
20002,2,"DC","Washington","District of Columbia",140994.332528589,2001,4,2001-04-01,0
20002,2,"DC","Washington","District of Columbia",142462.294793103,2001,5,2001-05-01,0
20002,2,"DC","Washington","District of Columbia",144288.61342276,2001,6,2001-06-01,0
20002,2,"DC","Washington","District of Columbia",146522.51018584,2001,7,2001-07-01,0
20002,2,"DC","Washington","District of Columbia",148998.903093893,2001,8,2001-08-01,0
20002,2,"DC","Washington","District of Columbia",151470.480287956,2001,9,2001-09-01,0
20002,2,"DC","Washington","District of Columbia",154220.380134184,2001,10,2001-10-01,0
20002,2,"DC","Washington","District of Columbia",157088.966544634,2001,11,2001-11-01,0
20002,2,"DC","Washington","District of Columbia",159129.238354379,2001,12,2001-12-01,0
20002,2,"DC","Washington","District of Columbia",159866.291194083,2002,1,2002-01-01,0
20002,2,"DC","Washington","District of Columbia",159886.322833108,2002,2,2002-02-01,0
20002,2,"DC","Washington","District of Columbia",160406.994261334,2002,3,2002-03-01,0
20002,2,"DC","Washington","District of Columbia",161507.480087244,2002,4,2002-04-01,0
20002,2,"DC","Washington","District of Columbia",163450.64649047,2002,5,2002-05-01,0
20002,2,"DC","Washington","District of Columbia",165457.502393756,2002,6,2002-06-01,0
20002,2,"DC","Washington","District of Columbia",168705.178503259,2002,7,2002-07-01,0
20002,2,"DC","Washington","District of Columbia",171939.186554674,2002,8,2002-08-01,0
20002,2,"DC","Washington","District of Columbia",175325.412578523,2002,9,2002-09-01,0
20002,2,"DC","Washington","District of Columbia",177722.380278414,2002,10,2002-10-01,0
20002,2,"DC","Washington","District of Columbia",180486.834689978,2002,11,2002-11-01,0
20002,2,"DC","Washington","District of Columbia",183580.400631043,2002,12,2002-12-01,0
20002,2,"DC","Washington","District of Columbia",186822.633515228,2003,1,2003-01-01,0
20002,2,"DC","Washington","District of Columbia",189839.707295386,2003,2,2003-02-01,0
20002,2,"DC","Washington","District of Columbia",192429.21362689,2003,3,2003-03-01,0
20002,2,"DC","Washington","District of Columbia",194843.367436137,2003,4,2003-04-01,0
20002,2,"DC","Washington","District of Columbia",197018.671056013,2003,5,2003-05-01,0
20002,2,"DC","Washington","District of Columbia",200044.070775756,2003,6,2003-06-01,0
20002,2,"DC","Washington","District of Columbia",203759.698791244,2003,7,2003-07-01,0
20002,2,"DC","Washington","District of Columbia",207739.080964489,2003,8,2003-08-01,0
